"","CELEX_number","casenumber","date_case","date_judgment","judge_rapporteur","JR_Country","judges","advocate_general","chamber","chamber_size","JR_Net_Observations","appointing_party_id","appointing_pm","current_pm","turnover","pm_turnover","eu_ideology","left_right","current_eu_ideology","current_left_right","diff_eu","diff_left_right","legalissue","year","infringement","annulment","failure_to_act","preliminary_reference","staff","CommIsDef","CommIsPl","GermanyPl","FrancePl","ItalyPl","BelgiumPl","LuxembourgPl","NetherlandsPl","United KingdomPl","IrelandPl","DenmarkPl","SpainPl","PortugalPl","GreecePl","AustriaPl","SwedenPl","FinlandPl","GermanyDef","FranceDef","ItalyDef","BelgiumDef","LuxembourgDef","NetherlandsDef","United KingdomDef","IrelandDef","DenmarkDef","SpainDef","PortugalDef","GreeceDef","AustriaDef","SwedenDef","FinlandDef","CommObsPl","CommObsDef","CJEU_Agree_Pl","govislit","netobs","AGforPl"
"2939","61984CJ0170","170/84",1984-07-02,1986-05-13,"Bosco","Italy","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Kakouris, Koopmans, Mackenzie Stuart","Darmon","Grand Chamber",9,0,1633,"Moro","Craxi",1,1,8.9667,5.6611,8.75,3.7722,0.216699999999999,1.8889,"Whether Article 119 of the Treaty is infringed by a department store, which excludes part-time employees from its occupational pension scheme, where that exclusion affects a far greater number of women than men?",1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,1
"2940","61984CJ0170","170/84",1984-07-02,1986-05-13,"Bosco","Italy","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Kakouris, Koopmans, Mackenzie Stuart","Darmon","Grand Chamber",9,0,1633,"Moro","Craxi",1,1,8.9667,5.6611,8.75,3.7722,0.216699999999999,1.8889,"Does Article 119 have the effect of requiring an employer to organize its pension scheme in such a manner as to take into account particular difficulties faced by persons with family responsibiities in meeting conditions for pension entitlement",1986,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"2941","61984CJ0170","170/84",1984-07-02,1986-05-13,"Bosco","Italy","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Kakouris, Koopmans, Mackenzie Stuart","Darmon","Grand Chamber",9,0,1633,"Moro","Craxi",1,1,8.9667,5.6611,8.75,3.7722,0.216699999999999,1.8889,"Under Article 119, can a department store justify the adoption of a pay policy excluding part-time workers, irrespective of sex, from its occupational pension scheme on the ground that it seeks as few part-time workers as possible?",1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,-1,1
"2942","61984CJ0171","171/84",1984-06-28,1986-01-23,"Mackenzie Stuart","United Kingdom","Bosco, Mackenzie Stuart, O'Higgins","Lenz","First Chamber",3,0,1556,"Wilson","Thatcher",1,1,6.9923,4.3562,2.3243,7.4261,4.668,3.0699,"Whether the Court should declare void the measure whereby the Commission, in calculating the applicants' pension rights under the Community scheme, took only partial account of their period of service with the Commission before they were appoin",1986,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2943","61984CJ0172","172/84",1984-07-03,1985-03-21,"Kakouris","Greece","Everling, Galmot, Kakouris","Lenz","Third Chamber",3,0,1338,"Papandreou A","Papandreou A",0,0,9.2535,4.4968,9.2535,4.4968,0,0,"Which one of the Commission Recommendations fixing the anti-dumping duty on special steel sheets were valid?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2944","61984CJ0173","173/84",1984-07-02,1986-01-23,"Schockweiler","Luxembourg","Bahlmann, Due, Schockweiler","Mancini","Second Chamber",3,0,1234,"Werner","Werner",0,0,NA,6.4474,NA,6.4474,NA,0,"Whether the Court should annul the Commission's decision refusing to reinstate the applicant in his post immediately and provide compensation for the damage suffered owing to the alleged disruption of his career?",1986,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2945","61984CJ0174","174/84",1984-07-04,1986-02-18,"Galmot","France","Bahlmann, Bosco, Due, Galmot, Kakouris, Koopmans, Mackenzie Stuart","Slynn","Grand Chamber",7,0,947,"Barre","Mauroy",1,1,NA,NA,7.9448,3.2493,NA,NA,"Do Articles 34 and 85 of the Treaty prevent a Member State from adopting a policy restricting or prohibiting exports of oil to a non-member country, on the basis of Article 10 of Regulation No 2603/69?",1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2946","61984CJ0174","174/84",1984-07-04,1986-02-18,"Galmot","France","Bahlmann, Bosco, Due, Galmot, Kakouris, Koopmans, Mackenzie Stuart","Slynn","Grand Chamber",7,0,947,"Barre","Mauroy",1,1,NA,NA,7.9448,3.2493,NA,NA,"Does the Agreement of 20 May 1975 between the EEC and Israel prohibit the imposition of new quantitative restrictions or measures having equivalent effect on exports from a Member State to Israel?",1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
"2947","61984CJ0174","174/84",1984-07-04,1986-02-18,"Galmot","France","Bahlmann, Bosco, Due, Galmot, Kakouris, Koopmans, Mackenzie Stuart","Slynn","Grand Chamber",7,0,947,"Barre","Mauroy",1,1,NA,NA,7.9448,3.2493,NA,NA,"Does Regulation No 2603/69 of the Council of 20 December 1969 establishing common rules for exports prohibit a Member State from imposing new quantitative restrictions or measures having equivalent effect on its exports of oil to non-member cou",1986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-1,0
"2948","61984CJ0174","174/84",1984-07-04,1986-02-18,"Galmot","France","Bahlmann, Bosco, Due, Galmot, Kakouris, Koopmans, Mackenzie Stuart","Slynn","Grand Chamber",7,0,947,"Barre","Mauroy",1,1,NA,NA,7.9448,3.2493,NA,NA,"Does the fact that no Community institution challenges the legality of a policy adopted by a Member State have any effect on the compatibility with Community law of a policy imposing quantitative restrictions on exports of oil to non-member cou",1986,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
"2949","61984CJ0175","175/84",1984-07-04,1986-02-26,"Galmot","France","Bahlmann, Bosco, Due, Everling, Galmot, Kakouris, Koopmans, Mackenzie Stuart, O'Higgins","Mancini","Grand Chamber",9,0,947,"Barre","Mauroy",1,1,NA,NA,7.9448,3.2493,NA,NA,"Should the Commission pay DM 3 305 000 in damges to the applicant together with interest thereon at the rate of 8% from 6/10/83?",1987,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2950","61984CJ0175","175/84",1984-07-04,1986-02-26,"Galmot","France","Bahlmann, Bosco, Due, Everling, Galmot, Kakouris, Koopmans, Mackenzie Stuart, O'Higgins","Mancini","Grand Chamber",9,0,947,"Barre","Mauroy",1,1,NA,NA,7.9448,3.2493,NA,NA,"Whether the application in case 175/84 is admissible?",1986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2951","61984CJ0176","176/84",1984-07-06,1987-03-12,"Joliet","Belgium","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Kakouris, Koopmans, Mackenzie Stuart, Moitinho de Almeida, O'Higgins, Rodriguez Iglesias, Schockweiler","Slynn","Grand Chamber",13,0,723,"Eyskens","Martens",0,1,8.9013,5.7667,8.9013,5.7667,0,0,"Has the Hellenic Republic failed to fulfill its obligations?",1987,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"2952","61984CJ0178","178/84",1984-07-06,1987-03-12,"Joliet","Belgium","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Kakouris, Koopmans, Mackenzie Stuart, Moitinho de Almeida, O'Higgins, Rodriguez Iglesias, Schockweiler","Slynn","Grand Chamber",13,0,723,"Eyskens","Martens",0,1,8.9013,5.7667,8.9013,5.7667,0,0,"Has Germany failed to fulfill its obligations by prohibiting the marketing of beer lawfully manufactured and marketed in other States unless that beer complies with Art 9 and 10 of the Biersteuergesetz?",1987,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"2953","61984CJ0179","179/84",1984-07-09,1985-07-09,"Pescatore","Luxembourg","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Koopmans, Mackenzie Stuart, Pescatore","Darmon","Grand Chamber",9,0,1234,"Werner","Werner",0,0,NA,6.4474,NA,6.4474,NA,0,"Is a co-reponsibility levy for milk as created in Regulations 1079/77 & 1822/77 to regarded as a tax for the purposes of determining national jurisdiction?",1985,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
"2954","61984CJ0179","179/84",1984-07-09,1985-07-09,"Pescatore","Luxembourg","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Koopmans, Mackenzie Stuart, Pescatore","Darmon","Grand Chamber",9,0,1234,"Werner","Werner",0,0,NA,6.4474,NA,6.4474,NA,0,"Does the method of calculating the co-responsibility levy discriminate against producers from certain region compared to other producers, thus, violating Art. 40 of the EEC treaty?",1985,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"2955","61984CJ0181","181/84",1984-07-10,1985-09-24,"Galmot","France","Due, Everling, Galmot, Joliet, Kakouris","Mancini","Fifth Chamber",5,0,947,"Barre","Mauroy",1,1,NA,NA,7.9448,3.2493,NA,NA,"Whether Art. 6 of Commission Regulation 1880/83 is invalid for a breach of the principle of porportionality in that it demands a forfeiture of an entire security in every case of a late application regardless of the reasons, legitimate or other",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,-1,1
"2956","61984CJ0182","182/84",1984-07-10,1985-11-26,"Everling","Germany","Due, Everling, Galmot, Joliet, Kakouris","Slynn","Fifth Chamber",5,1,558,"Schmidt","Kohl",1,1,7.9318,3.6451,8.5024,6.2503,0.5706,2.6052,"If a member state requires that gin meet a 35% alcohol content to be marketed as such, is that requirement a quantitative restiction on imports by prohibiting the marketing of imported gins with less alcohol content?",1985,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"2957","61984CJ0183","183/84",1984-07-11,1985-10-10,"Kakouris","Greece","Everling, Galmot, Kakouris","Mancini","Third Chamber",3,0,1338,"Papandreou A","Papandreou A",0,0,9.2535,4.4968,9.2535,4.4968,0,0,"According to Reg. 1608/74, can a importer apply for a refund on the amount of monetary compensatory amounts levied on imports that were issued before 6/3/73?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"2958","61984CJ0183","183/84",1984-07-11,1985-10-10,"Kakouris","Greece","Everling, Galmot, Kakouris","Mancini","Third Chamber",3,0,1338,"Papandreou A","Papandreou A",0,0,9.2535,4.4968,9.2535,4.4968,0,0,"Whether or not member states have discretionary power to decide on applications even in those cases where all of the required conditions exist?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2959","61984CJ0187","187/84",1984-07-13,1985-09-26,"Kakouris","Greece","Everling, Galmot, Kakouris","Darmon","Third Chamber",3,0,1338,"Papandreou A","Papandreou A",0,0,9.2535,4.4968,9.2535,4.4968,0,0,"Whether or not Community laws, specifically Council Directive 67/548/EEC, require labelling of not only of dangerous substances but also of preparations containing such substances?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"2960","61984CJ0188","188/84",1984-07-13,1986-01-28,"Bahlmann","Germany","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Kakouris, Koopmans, Mackenzie Stuart","verLoren van Themaat","Grand Chamber",9,0,558,"Schmidt","Kohl",1,1,7.9318,3.6451,8.5024,6.2503,0.5706,2.6052,"Whether France has failed to fulfil its obligations under Article 30 of the EEC Treaty by requiring manufacturers and importers to comply with certain safety regulations for machines and apparatuses used for woodworking?",1986,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2961","61984CJ0190","190/84",1984-07-18,1988-02-25,"Joliet","Belgium","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Kakouris, Koopmans, Moitinho de Almeida, O'Higgins, Schockweiler","Mancini","Grand Chamber",11,0,723,"Eyskens","Martens",0,1,8.9013,5.7667,8.9013,5.7667,0,0,"Should all the decisions implementing the 1984 budget of the European Economic Community in respect of item 3708 be annuled?",1988,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2962","61984CJ0191","191/84",1984-07-18,1986-05-07,"Schockweiler","Luxembourg","Bahlmann, Due, Schockweiler","Darmon","Second Chamber",3,0,1234,"Werner","Werner",0,0,NA,6.4474,NA,6.4474,NA,0,"Whether Commission decisions of 21 November 1983, 15 December 1983, and 11 January 1984 refusing to reclassify officials of the Commission in Category C should be annulled?",1986,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2963","61984CJ0192","192/84",1984-07-20,1985-12-11,"Due","Denmark","Bahlmann, Due, Everling, Galmot, Kakouris, Koopmans, Mackenzie Stuart","Darmon","Grand Chamber",7,0,1629,"Jorgensen","Schluter",1,1,7.4311,3.8011,7.7791,7.2186,0.348,3.4175,"Has the Hellenic Republic failed to fulfill its obligations under Article 5 of the Treaty?",1985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2964","61984CJ0192","192/84",1984-07-20,1985-12-11,"Due","Denmark","Bahlmann, Due, Everling, Galmot, Kakouris, Koopmans, Mackenzie Stuart","Darmon","Grand Chamber",7,0,1629,"Jorgensen","Schluter",1,1,7.4311,3.8011,7.7791,7.2186,0.348,3.4175,"Has the Hellenic Republic failed to fulfill its obligations under Article 30 of the EEC Treaty, in conjunction with Article 35 of the Act of Accession?",1985,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"2965","61984CJ0194","194/84",1984-07-24,1987-12-03,"Everling","Germany","Bosco, Everling, Joliet, Kakouris, Koopmans, Moitinho de Almeida, Schockweiler","Darmon","Grand Chamber",7,0,558,"Schmidt","Kohl",1,1,7.9318,3.6451,8.5024,6.2503,0.5706,2.6052,"Has Greece failed to fulfill its obligations by failing to release funds blocked in Greece belonging to persons resident in the States in accordance with Art 52 of the Act of Accession?",1987,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"2966","61984CJ0195","195/84",1984-07-24,1985-10-03,"Pescatore","Luxembourg","Bahlmann, Bosco, Due, Everling, Galmot, Kakouris, Koopmans, Mackenzie Stuart, Pescatore","Darmon","Grand Chamber",9,0,1234,"Werner","Santer",0,1,NA,6.4474,NA,6.4474,NA,0,"Does Art. 13 of Council Directive 70/524/EEC prohibit the restriction of marketing of feedstuffs by way of a requirement that the feed have a minimum iron content?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,1
"2967","61984CJ0195","195/84",1984-07-24,1985-10-03,"Pescatore","Luxembourg","Bahlmann, Bosco, Due, Everling, Galmot, Kakouris, Koopmans, Mackenzie Stuart, Pescatore","Darmon","Grand Chamber",9,0,1234,"Werner","Santer",0,1,NA,6.4474,NA,6.4474,NA,0,"Does the compound feedstuffs directive authorize member states to adopt restrictions that are not provided for in the additives and undesirable substances directives?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,1
"2968","61984CJ0195","195/84",1984-07-24,1985-10-03,"Pescatore","Luxembourg","Bahlmann, Bosco, Due, Everling, Galmot, Kakouris, Koopmans, Mackenzie Stuart, Pescatore","Darmon","Grand Chamber",9,0,1234,"Werner","Santer",0,1,NA,6.4474,NA,6.4474,NA,0," in Art. 2 of Council Directive 70/524/EEC to encompass all substances contained in feedstuffs or only those substances that are added to the baseline substances?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,1
"2969","61984CJ0195","195/84",1984-07-24,1985-10-03,"Pescatore","Luxembourg","Bahlmann, Bosco, Due, Everling, Galmot, Kakouris, Koopmans, Mackenzie Stuart, Pescatore","Darmon","Grand Chamber",9,0,1234,"Werner","Santer",0,1,NA,6.4474,NA,6.4474,NA,0,"Can sodium be classified as an undesirable substance with the meaning of Directive 74/63, given the fact that the directive does not provide a definitive explanation of what constitutes an undesirable substance?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2,1
"2970","61984CJ0197","197/84",1984-07-31,1985-06-18,"Kakouris","Greece","Due, Everling, Galmot, Joliet, Kakouris","verLoren van Themaat","Fifth Chamber",5,0,1338,"Papandreou A","Papandreou A",0,0,9.2535,4.4968,9.2535,4.4968,0,0,"Does Art. 52, which guarantees the freedom of establishment of workers, apply to the measures adopted by the City of Biarritz which makes applications for the renting of certain city property conditional on nationality?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
"2971","61984CJ0199","199/84",1984-08-06,1985-10-07,"Bahlmann","Germany","Bahlmann, Due, Pescatore","Darmon","Second Chamber",3,0,558,"Schmidt","Kohl",1,1,7.9318,3.6451,8.5024,6.2503,0.5706,2.6052,"Does Regulation (EEC) 3225/82, regarding beef importation quotas, prohibit the re-exportation of imported beef from a non-member state to another member state?",1985,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"2972","61984CJ0200","200/84",1984-08-08,1985-10-10,"Kakouris","Greece","Everling, Galmot, Kakouris","Lenz","Third Chamber",3,0,1338,"Papandreou A","Papandreou A",0,0,9.2535,4.4968,9.2535,4.4968,0,0,"?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"2973","61984CJ0200","200/84",1984-08-08,1985-10-10,"Kakouris","Greece","Everling, Galmot, Kakouris","Lenz","Third Chamber",3,0,1338,"Papandreou A","Papandreou A",0,0,9.2535,4.4968,9.2535,4.4968,0,0,"What constitutes a collectors' piece of historical or ethnographic interests for the purposes of Heading No 99.05 of the CCT?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"2974","61984CJ0201","201/84",1984-08-08,1985-09-25,"Koopmans","Netherlands","Bahlmann, Bosco, Koopmans, O'Higgins, Pescatore","Slynn","Fourth Chamber",5,0,235,"Van Agt","Lubbers",0,1,7.7157,5.9376,7.7157,5.9376,0,0,"In C-201/84 can Art 36 be invoked to nullify the prohibition of Art 30?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2975","61984CJ0201","201/84",1984-08-08,1985-09-25,"Koopmans","Netherlands","Bahlmann, Bosco, Koopmans, O'Higgins, Pescatore","Slynn","Fourth Chamber",5,0,235,"Van Agt","Lubbers",0,1,7.7157,5.9376,7.7157,5.9376,0,0,"In C-201/84 do Articles 3 & 5 of the EEC treaty prohibit member states from enacting legislation fixing the minimum prices for certain types of auto fuel?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
"2976","61984CJ0201","201/84",1984-08-08,1985-09-25,"Koopmans","Netherlands","Bahlmann, Bosco, Koopmans, O'Higgins, Pescatore","Slynn","Fourth Chamber",5,0,235,"Van Agt","Lubbers",0,1,7.7157,5.9376,7.7157,5.9376,0,0,"In C-201/84 doe sArt 30 of the Treaty prohibit the fixing of a minimum price for fuel?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2977","61984CJ0202","202/84",1984-08-09,1985-09-25,"Koopmans","Netherlands","Bahlmann, Bosco, Koopmans, O'Higgins, Pescatore","Slynn","Fourth Chamber",5,0,235,"Van Agt","Lubbers",0,1,7.7157,5.9376,7.7157,5.9376,0,0,"Can any of the provisions of Art 36 of the Treaty be invoked to relieve such rules from the prohition contained in Art 30?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2978","61984CJ0202","202/84",1984-08-09,1985-09-25,"Koopmans","Netherlands","Bahlmann, Bosco, Koopmans, O'Higgins, Pescatore","Slynn","Fourth Chamber",5,0,235,"Van Agt","Lubbers",0,1,7.7157,5.9376,7.7157,5.9376,0,0,"In C-202/84 does Art 30 of the Treaty prohibit national rules providing for a minimum price to be fixe for fuel under the conditions laid out in the French legislation.",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2979","61984CJ0204","204/84",1984-08-13,1986-04-23,"Joliet","Belgium","Joliet, Koopmans, O'Higgins","Mancini","First Chamber",3,0,723,"Eyskens","Martens",0,1,8.9013,5.7667,8.9013,5.7667,0,0,"Whether the Commission Decision of 3 July 1984 fixing production and delivery quotas for the plaintiff for the third quarter of 1984 is void?",1986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2980","61984CJ0205","205/84",1984-08-14,1986-12-04,"Due","Denmark","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Kakouris, Koopmans, Mackenzie Stuart, O'Higgins, Schockweiler","Slynn","Grand Chamber",11,-1,1629,"Jorgensen","Schluter",1,1,7.4311,3.8011,7.7791,7.2186,0.348,3.4175,"Has Germany failed to fulfil its obligations under the Treaty and Directive 78/473/EEC by mandating that for services provided in connection with co-insurance, when risks are situated in Germany, the leading insurer be established and authorize",1986,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,-2,1
"2981","61984CJ0205","205/84",1984-08-14,1986-12-04,"Due","Denmark","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Kakouris, Koopmans, Mackenzie Stuart, O'Higgins, Schockweiler","Slynn","Grand Chamber",11,-1,1629,"Jorgensen","Schluter",1,1,7.4311,3.8011,7.7791,7.2186,0.348,3.4175,"Whether the Court should dimiss the rest of the Commission's application?",1986,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-3,1
"2982","61984CJ0206","206/84",1984-08-14,1986-12-04,"Due","Denmark","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Kakouris, Koopmans, Mackenzie Stuart, O'Higgins, Schockweiler","Slynn","Grand Chamber",11,-1,1629,"Jorgensen","Schluter",1,1,7.4311,3.8011,7.7791,7.2186,0.348,3.4175,"Whether the Court of Justice should dismiss the rest of the application?",1986,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1,1
"2983","61984CJ0206","206/84",1984-08-14,1986-12-04,"Due","Denmark","Bahlmann, Bosco, Due, Everling, Galmot, Joliet, Kakouris, Koopmans, Mackenzie Stuart, O'Higgins, Schockweiler","Slynn","Grand Chamber",11,-1,1629,"Jorgensen","Schluter",1,1,7.4311,3.8011,7.7791,7.2186,0.348,3.4175,"Has Ireland failed to fulfil its obligations under Articles 59 and 60 of the EEC Treaty and Council Directive 78/473/EEC of 30 May 1978 on the coordination of laws, regulations, and adminstrative proceedings relating to Community co-insurance?",1986,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
"2984","61984CJ0207","207/84",1984-08-16,1985-10-03,"Bahlmann","Germany","Bahlmann, Bosco, Koopmans, O'Higgins, Pescatore","Mancini","Fourth Chamber",5,0,558,"Schmidt","Kohl",1,1,7.9318,3.6451,8.5024,6.2503,0.5706,2.6052,"Does the Netherlands provision establishing a quota for herring caught in the North Sea violate Community law because they prevent the marketing of the fish in a certain processed form?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,-2,1
"2985","61984CJ0208","208/84",1984-08-16,1985-12-12,"Due","Denmark","Bahlmann, Due, Koopmans","Darmon","Second Chamber",3,0,1629,"Jorgensen","Schluter",1,1,7.4311,3.8011,7.7791,7.2186,0.348,3.4175,"Is Regulation No 1245/83 invalid as amended by Regs 3281/83 and 270/84?",1985,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1
